Soil_Type,Soil_Moisture,Temperature,Humidity,Crop_Type,Water_Needed_Per_Acre(Litres)
Silt,15.0,32.3,83.9,Sugarcane,99605.75
Silt,30.2,23.1,47.2,Soybean,66046.9
Clay,16.0,29.5,44.5,Sugarcane,98320.4
Sandy,56.8,28.5,61.7,Barley,48037.87
Sandy,78.5,39.8,41.2,Rice,93444.17
Clay,64.0,42.9,57.9,Millet,31775.84
Silt,25.4,39.4,94.9,Pulses,41419.45
Clay,71.2,15.3,67.5,Maize,49089.66
Loam,14.7,34.7,61.3,Pulses,55425.48
Loam,59.5,31.1,47.5,Pulses,36111.56
Sandy,60.9,23.3,56.6,Cotton,73058.46
Loam,78.8,30.7,37.5,Cotton,55669.9
Sandy,50.4,17.3,51.1,Sugarcane,115344.5
Loam,24.3,42.3,82.9,Pulses,49104.72
Sandy,63.0,21.3,66.0,Soybean,61767.75
Silt,36.7,20.7,90.4,Millet,43585.51
Clay,38.3,15.4,80.1,Maize,56246.12
Loam,45.2,15.1,90.3,Groundnut,40477.2
Clay,52.8,25.6,41.3,Wheat,46680.84
Silt,16.0,30.0,49.8,Groundnut,56361.87
Loam,59.6,18.8,93.5,Wheat,39472.31
Sandy,73.5,42.5,68.4,Pulses,43491.09
Silt,16.5,44.2,81.7,Groundnut,50435.9
Loam,66.8,23.8,66.2,Maize,56580.73
Sandy,71.9,34.5,75.6,Maize,61767.9
Sandy,32.1,24.1,79.7,Millet,39166.19
Loam,16.0,42.0,53.8,Groundnut,49831.41
Sandy,52.6,35.9,30.6,Pulses,43409.74
Sandy,21.7,34.6,36.6,Wheat,69827.04
Sandy,40.0,35.7,40.6,Barley,62771.55
Loam,61.0,31.8,33.2,Wheat,51255.62
Sandy,28.9,39.9,57.8,Cotton,83274.56
Sandy,51.3,21.0,42.2,Soybean,57521.56
Silt,12.0,34.5,30.4,Cotton,84483.84
Sandy,55.8,21.0,41.5,Millet,47402.67
Clay,62.2,38.4,58.4,Pulses,35551.73
Sandy,52.7,37.2,50.2,Millet,41653.44
Sandy,63.0,33.4,38.4,Maize,65963.82
Sandy,74.8,18.7,57.1,Maize,59953.87
Sandy,44.6,37.2,32.5,Wheat,66144.34
Loam,52.7,16.9,71.3,Rice,106301.14
Sandy,21.5,36.1,54.6,Pulses,60697.75
Silt,79.4,41.1,84.9,Sugarcane,79016.8
Silt,74.0,33.7,51.2,Barley,49317.99
Silt,74.4,27.9,35.2,Millet,36144.0
Loam,46.6,29.2,83.4,Barley,42016.61
Loam,21.4,35.7,42.7,Maize,65440.02
Clay,50.8,34.0,91.9,Wheat,38360.78
Clay,30.4,31.6,30.5,Groundnut,50950.65
Silt,52.1,18.8,65.8,Sugarcane,82094.81
Loam,72.6,32.3,65.8,Sugarcane,73512.19
Clay,70.2,16.2,40.3,Barley,33136.86
Loam,44.5,27.4,50.0,Sugarcane,104750.95
Sandy,14.1,35.9,94.3,Millet,55693.27
Clay,14.2,27.1,85.9,Millet,43013.72
Silt,22.3,42.6,77.6,Millet,44952.51
Clay,60.6,21.9,40.2,Millet,30315.04
Sandy,69.6,23.2,33.3,Sugarcane,82962.62
Clay,60.8,16.5,59.0,Cotton,51763.39
Silt,74.5,31.4,93.5,Barley,42960.15
Loam,39.2,24.8,65.9,Millet,41730.12
Silt,16.1,23.7,46.4,Soybean,63980.7
Loam,50.3,27.3,39.8,Groundnut,50943.9
Clay,26.0,16.0,59.2,Sugarcane,89873.9
Clay,68.9,34.8,39.7,Pulses,32284.58
Sandy,18.8,18.7,42.7,Sugarcane,144811.09
Silt,73.1,19.0,64.4,Sugarcane,70329.28
Clay,68.2,42.0,30.4,Groundnut,35209.82
Clay,63.9,21.0,40.8,Rice,79778.15
Silt,22.4,35.3,46.1,Cotton,93148.79
Clay,66.3,38.0,61.9,Rice,78878.9
Loam,73.8,31.3,85.8,Groundnut,36209.88
Clay,55.2,42.8,64.3,Maize,47850.26
Silt,19.4,41.4,86.3,Groundnut,59363.7
Silt,74.5,15.0,94.8,Barley,36784.03
Clay,41.2,23.7,63.4,Cotton,64587.77
Sandy,28.8,24.6,32.2,Cotton,84227.72
Loam,32.9,41.3,62.1,Soybean,50734.58
Loam,26.5,19.3,34.9,Pulses,54866.19
Clay,16.1,29.9,60.9,Cotton,70458.77
Sandy,72.6,42.7,38.5,Soybean,49562.17
Loam,76.0,18.8,71.2,Sugarcane,77724.84
Loam,43.0,30.4,40.7,Groundnut,51421.86
Loam,19.6,37.0,76.9,Millet,48872.03
Silt,58.1,38.3,71.9,Pulses,44772.04
Sandy,46.6,42.2,94.4,Soybean,60291.73
Clay,60.0,41.9,78.3,Soybean,47479.38
Sandy,71.2,21.4,48.0,Wheat,43157.05
Sandy,42.6,21.2,58.4,Barley,57721.69
Loam,23.5,19.9,65.2,Millet,49065.32
Clay,52.5,41.2,48.1,Sugarcane,78898.03
Loam,30.9,20.1,93.6,Soybean,58244.99
Sandy,58.7,41.4,48.1,Maize,55937.67
Clay,66.7,23.7,92.3,Rice,63178.84
Silt,40.6,39.6,42.5,Groundnut,56147.21
Silt,11.2,19.9,31.7,Rice,132886.5
Loam,22.0,20.1,80.9,Rice,105079.73
Clay,34.9,34.8,83.9,Maize,50395.92
Loam,56.8,45.0,94.0,Cotton,55827.08
Clay,58.6,37.9,71.5,Cotton,58485.45
Clay,41.8,32.1,67.9,Rice,81820.99
Silt,52.8,34.1,82.3,Maize,59314.67
Clay,14.3,42.6,30.3,Groundnut,49463.09
Loam,56.9,41.1,50.9,Sugarcane,83164.82
Sandy,31.4,33.5,53.7,Millet,52740.83
Silt,63.4,40.1,86.9,Sugarcane,92309.78
Sandy,17.6,19.4,84.8,Soybean,66698.31
Silt,73.7,24.2,54.6,Maize,58207.33
Sandy,27.8,24.3,32.8,Rice,121101.82
Silt,24.2,25.9,82.7,Barley,58192.29
Sandy,20.8,27.2,60.4,Pulses,57509.0
Silt,67.2,33.8,38.3,Groundnut,47824.46
Loam,15.2,31.7,61.2,Sugarcane,117062.09
Silt,77.6,16.3,46.5,Millet,35003.76
Clay,27.8,17.1,50.8,Groundnut,45840.76
Sandy,17.9,21.7,38.7,Rice,148374.84
Silt,64.9,27.8,52.2,Cotton,59712.31
Clay,47.5,24.1,63.4,Rice,80454.01
Sandy,26.9,41.2,93.6,Barley,52966.92
Loam,34.5,21.9,54.0,Rice,124293.2
Silt,56.3,25.1,56.4,Cotton,67857.52
Sandy,35.2,33.5,67.3,Millet,48125.81
Clay,19.8,38.3,66.8,Rice,102773.71
Clay,13.3,16.8,45.6,Maize,63345.29
Loam,76.9,19.0,61.3,Cotton,65786.81
Loam,18.6,29.0,60.6,Millet,44626.24
Clay,30.8,29.2,57.0,Groundnut,46920.13
Silt,19.4,29.5,44.8,Pulses,61870.09
Loam,55.2,44.0,63.2,Cotton,59863.53
Sandy,38.6,38.4,70.7,Cotton,90672.11
Sandy,64.9,33.9,44.5,Sugarcane,102309.53
Silt,71.6,33.3,57.3,Wheat,39377.57
Loam,17.4,29.9,54.0,Wheat,54492.29
Clay,22.2,43.2,36.3,Groundnut,56439.19
Silt,73.8,18.0,82.7,Soybean,43032.31
Clay,78.6,38.4,53.6,Millet,24841.44
Clay,76.8,35.4,43.0,Cotton,47430.74
Silt,46.5,18.3,74.7,Pulses,37992.25
Loam,48.9,31.8,74.8,Pulses,38604.23
Sandy,27.7,26.2,90.5,Groundnut,61986.82
Silt,14.7,44.3,52.4,Groundnut,67486.16
Loam,23.5,26.0,88.7,Pulses,39715.13
Loam,40.1,33.4,72.4,Maize,56255.89
Silt,28.7,42.4,89.4,Sugarcane,99606.98
Silt,42.3,23.6,85.2,Pulses,41527.57
Clay,13.0,43.7,39.0,Pulses,45892.48
Loam,36.0,25.4,33.0,Groundnut,60405.37
Silt,66.1,15.2,34.5,Maize,49314.68
Silt,37.5,43.8,74.1,Groundnut,50517.25
Sandy,29.8,18.8,52.3,Cotton,90623.41
Loam,38.1,16.8,51.3,Pulses,39642.32
Silt,48.4,21.6,39.4,Groundnut,45080.23
Clay,78.7,43.6,40.6,Rice,75449.99
Silt,33.9,27.1,51.9,Millet,40881.58
Loam,56.9,40.2,54.6,Soybean,54041.71
Silt,40.9,15.5,70.5,Barley,51069.71
Clay,22.1,29.8,33.0,Maize,69041.87
Sandy,21.1,29.5,59.9,Rice,122101.44
Clay,28.1,36.3,53.8,Rice,101624.77
Clay,73.6,16.0,39.9,Barley,32815.99
Loam,32.0,25.6,66.9,Barley,60112.99
Loam,61.4,17.1,73.0,Pulses,36171.4
Clay,33.0,36.6,40.0,Maize,62819.89
Clay,22.1,44.4,86.1,Millet,32159.44
Sandy,61.9,43.6,86.1,Pulses,39572.35
Clay,61.1,19.1,70.1,Barley,42606.28
Clay,61.8,38.4,85.9,Pulses,30667.19
Sandy,23.3,39.4,60.4,Groundnut,59173.94
Sandy,38.1,20.1,49.5,Groundnut,60307.96
Sandy,17.0,20.9,57.2,Barley,74377.18
Loam,43.0,26.2,86.9,Soybean,46793.89
Silt,27.0,17.1,94.6,Rice,125560.44
Sandy,17.9,18.8,54.5,Groundnut,62983.74
Clay,37.9,20.7,73.3,Maize,61250.31
Loam,61.3,19.0,83.1,Pulses,40445.93
Silt,63.2,35.2,33.6,Millet,33240.34
Clay,61.4,32.5,85.6,Barley,35788.11
Clay,47.6,32.5,85.3,Barley,39449.85
Silt,69.4,32.3,74.7,Cotton,64684.75
Clay,64.0,22.3,82.6,Pulses,28260.73
Loam,19.0,37.5,32.3,Wheat,61119.07
Silt,40.1,37.3,46.2,Wheat,57325.38
Clay,66.4,26.6,59.4,Barley,40880.24
Loam,32.1,23.7,66.2,Pulses,43866.47
Clay,69.2,18.1,93.7,Maize,46517.63
Sandy,78.6,23.2,65.2,Barley,42234.88
Sandy,13.0,41.6,43.8,Rice,156308.67
Loam,32.9,32.4,91.8,Maize,64934.51
Loam,74.3,24.6,76.7,Pulses,35130.76
Silt,48.1,19.8,38.7,Barley,51141.9
Loam,68.9,25.9,65.5,Maize,46509.8
Sandy,39.0,42.2,48.7,Wheat,68147.89
Loam,77.6,24.0,71.6,Pulses,34292.46
Loam,54.6,37.1,37.7,Rice,88104.47
Clay,73.2,19.7,49.0,Soybean,43873.95
Loam,40.8,32.2,34.6,Pulses,51593.25
Sandy,44.9,37.5,61.5,Soybean,61480.43
Loam,19.9,16.0,88.0,Sugarcane,89415.07
Sandy,49.5,44.3,92.1,Millet,43233.25
Loam,25.0,32.2,38.4,Soybean,73255.0
Silt,16.2,33.4,78.0,Rice,128019.58
Sandy,29.8,40.2,80.1,Barley,52540.77
Sandy,47.0,15.8,88.3,Cotton,85823.72
Clay,19.0,18.3,87.6,Millet,32441.62
Loam,45.9,25.1,41.8,Sugarcane,94005.95
Loam,46.9,17.2,85.0,Groundnut,42898.69
Sandy,41.2,22.3,77.1,Pulses,53529.56
Sandy,13.4,44.6,33.1,Sugarcane,150368.15
Sandy,20.6,37.3,36.6,Groundnut,68992.8
Silt,46.6,40.0,70.7,Millet,38263.65
Loam,78.4,20.3,93.0,Barley,38323.63
Loam,30.6,27.2,54.5,Rice,119962.51
Clay,26.9,23.8,45.2,Cotton,78418.92
Loam,44.9,15.4,92.7,Sugarcane,85658.03
Silt,17.7,38.6,57.1,Millet,47433.72
Loam,13.8,23.5,70.3,Sugarcane,93579.3
Sandy,57.9,34.5,44.6,Maize,60032.27
Clay,25.2,38.9,64.5,Maize,56643.86
Loam,44.2,32.3,37.7,Pulses,45423.06
Sandy,68.9,27.4,58.3,Groundnut,39660.95
Silt,34.4,32.8,56.4,Rice,118220.58
Silt,25.8,24.4,57.2,Soybean,62837.16
Sandy,22.5,40.0,63.1,Sugarcane,140353.51
Sandy,66.7,38.7,34.4,Wheat,56364.11
Silt,61.5,38.7,76.5,Groundnut,42830.51
Loam,49.2,31.4,83.0,Soybean,56072.64
Loam,12.6,25.0,72.3,Pulses,46855.36
Silt,36.2,29.2,72.9,Rice,102151.34
Sandy,46.2,43.2,33.3,Groundnut,59160.6
Silt,60.2,19.0,73.9,Barley,39242.68
Sandy,40.2,43.8,52.3,Wheat,53506.54
Silt,77.5,23.3,48.6,Wheat,38908.51
Clay,78.7,39.1,39.4,Sugarcane,68157.75
Sandy,31.6,16.5,85.4,Sugarcane,112666.32
Silt,27.0,39.3,56.1,Millet,41614.68
Clay,29.4,44.2,48.6,Cotton,65348.21
Silt,14.4,34.7,45.3,Millet,47478.94
Loam,67.7,38.4,90.3,Millet,34396.58
Sandy,57.8,37.9,45.4,Wheat,61054.54
Sandy,51.0,30.2,82.2,Cotton,67686.6
Sandy,72.5,20.0,87.5,Maize,47094.21
Silt,43.5,43.5,51.9,Millet,46547.87
Loam,53.6,37.3,56.7,Wheat,44751.63
Loam,75.4,33.1,31.0,Cotton,69401.44
Silt,75.8,26.7,55.8,Maize,54143.48
Clay,50.6,27.0,58.1,Millet,29181.9
Loam,44.2,31.7,40.0,Maize,57758.88
Clay,52.5,43.8,76.7,Maize,53225.91
Clay,15.5,17.1,31.2,Sugarcane,122769.18
Loam,48.1,23.1,54.2,Groundnut,48030.37
Silt,34.7,37.1,45.9,Cotton,74537.51
Clay,63.2,36.3,40.7,Rice,87579.08
Loam,79.9,21.2,33.2,Sugarcane,79567.54
Clay,13.9,38.3,48.1,Maize,64095.39
Clay,47.1,21.6,58.6,Pulses,42156.24
Loam,79.0,44.4,33.7,Pulses,32583.09
Silt,64.3,44.6,92.9,Rice,81195.72
Clay,71.8,19.6,65.8,Millet,25181.02
Silt,65.8,24.4,67.7,Maize,61224.39
Loam,26.6,42.8,68.1,Soybean,58122.14
Clay,33.7,41.3,87.8,Soybean,52513.04
Sandy,48.0,21.1,31.8,Maize,62970.55
Sandy,39.5,35.3,92.5,Sugarcane,105512.84
Silt,42.9,19.5,48.2,Rice,110623.77
Clay,22.4,19.1,56.0,Barley,53144.24
Sandy,28.1,27.3,32.7,Millet,54292.77
Sandy,75.3,23.2,94.8,Pulses,38064.34
Loam,72.5,31.3,90.0,Cotton,60346.37
Sandy,51.0,22.3,83.5,Maize,68286.42
Loam,59.8,26.2,75.3,Wheat,42617.66
Silt,28.8,32.9,68.0,Barley,58883.27
Sandy,67.3,33.4,68.3,Pulses,39104.9
Silt,78.4,40.7,83.1,Sugarcane,73910.61
Clay,67.3,37.3,81.9,Maize,44202.93
Silt,52.2,15.5,53.9,Cotton,69054.75
Sandy,44.6,23.9,77.1,Cotton,88538.14
Clay,37.7,15.3,94.4,Barley,42768.34
Clay,33.1,16.3,91.6,Rice,105481.64
Loam,46.3,43.8,86.5,Millet,38038.3
Silt,49.9,20.3,37.9,Groundnut,51692.85
Sandy,52.6,23.0,41.0,Millet,46564.11
Silt,63.4,28.5,90.4,Rice,89778.98
Loam,67.1,40.1,56.8,Groundnut,46097.77
Loam,25.6,33.1,31.4,Millet,42139.81
Loam,17.3,36.9,68.6,Cotton,84423.57
Sandy,74.0,28.9,82.4,Groundnut,41742.13
Sandy,48.1,18.1,59.1,Rice,117428.43
Loam,44.8,24.7,93.7,Wheat,51916.3
Loam,14.3,42.3,70.9,Pulses,46642.87
Silt,24.8,16.5,91.6,Millet,47527.04
Clay,74.5,21.3,42.5,Rice,86770.48
Clay,49.0,43.4,84.3,Sugarcane,68633.76
Clay,59.1,16.3,41.3,Cotton,65678.43
Loam,65.7,27.9,89.8,Pulses,35909.36
Sandy,32.3,34.0,86.2,Soybean,58486.1
Sandy,35.7,38.0,68.5,Rice,120092.02
Sandy,18.8,38.7,32.9,Groundnut,66372.22
Silt,48.4,23.4,37.2,Soybean,68066.91
Clay,16.4,18.3,73.0,Millet,36120.21
Sandy,33.2,18.8,92.2,Millet,45590.23
Clay,51.7,37.4,88.4,Rice,91936.2
Sandy,62.5,42.5,87.5,Rice,95725.08
Loam,20.7,18.2,55.7,Wheat,51385.7
Sandy,65.0,36.3,54.2,Wheat,59288.25
Clay,56.3,36.2,40.0,Barley,47197.33
Silt,73.0,15.3,61.7,Groundnut,41151.32
Sandy,11.5,25.5,66.4,Barley,64329.62
Sandy,34.0,22.4,41.5,Pulses,58300.39
Loam,44.6,21.4,64.2,Millet,38619.38
Clay,73.0,27.5,44.7,Groundnut,33795.4
Loam,39.3,22.4,48.9,Pulses,44106.08
Clay,12.9,19.9,37.9,Barley,49055.41
Clay,75.3,16.5,63.0,Cotton,58177.84
Sandy,53.5,27.9,31.3,Rice,134285.81
Loam,76.9,21.2,94.8,Wheat,40437.73
Loam,11.8,26.2,46.9,Rice,110668.45
Silt,76.9,31.7,85.2,Millet,30138.26
Silt,23.9,37.0,45.5,Pulses,56430.08
Sandy,21.5,30.0,48.4,Cotton,95146.63
Loam,68.5,35.5,54.9,Sugarcane,75640.81
Loam,51.7,20.8,62.8,Millet,34396.22
Silt,60.5,32.2,64.2,Maize,57132.95
Clay,22.3,19.4,77.4,Rice,99144.44
Sandy,13.0,30.5,71.3,Sugarcane,122782.54
Clay,54.7,34.7,46.6,Pulses,32011.89
Silt,25.8,31.8,69.6,Wheat,60538.53
Silt,65.7,21.3,90.8,Wheat,46439.49
Sandy,42.5,22.5,40.7,Rice,140158.46
Sandy,78.7,32.9,75.1,Groundnut,46545.43
Loam,18.5,32.5,85.2,Soybean,53010.91
Loam,68.7,29.4,68.5,Soybean,41642.34
Silt,46.1,27.5,66.6,Barley,44517.94
Clay,51.2,32.9,55.1,Soybean,51709.79
Loam,30.8,19.8,60.1,Maize,56121.72
Loam,54.2,33.6,76.4,Barley,49628.82
Clay,46.0,33.0,45.4,Barley,39013.79
Loam,66.6,32.3,85.1,Cotton,61812.68
Sandy,19.4,18.2,82.2,Millet,48251.95
Sandy,66.7,38.7,85.4,Barley,43196.84
Silt,32.8,23.7,80.0,Sugarcane,108304.21
Clay,19.9,42.6,40.3,Pulses,40500.3
Sandy,33.8,26.9,57.5,Wheat,72836.93
Clay,34.1,18.8,76.3,Barley,43899.34
Clay,26.9,44.5,53.4,Cotton,66017.85
Clay,40.2,43.4,55.5,Barley,49494.31
Silt,20.7,40.0,54.6,Millet,50950.79
Loam,28.4,34.7,59.5,Soybean,65795.95
Sandy,59.7,18.0,85.3,Soybean,47717.37
Sandy,37.8,37.8,90.7,Groundnut,58719.39
Silt,48.3,28.6,56.2,Sugarcane,108118.79
Sandy,52.0,37.2,87.3,Cotton,79979.94
Clay,47.4,23.2,31.5,Sugarcane,83140.67
Sandy,17.3,24.3,49.3,Maize,72413.14
Clay,74.9,32.7,39.6,Rice,89121.73
Loam,54.2,35.9,45.3,Groundnut,49840.68
Clay,21.4,17.3,72.6,Barley,49155.45
Clay,15.1,16.3,66.8,Pulses,48912.35
Loam,54.1,35.0,34.0,Barley,55300.76
Silt,73.3,25.1,45.0,Millet,29943.85
Silt,72.4,20.1,81.0,Maize,54195.24
Loam,71.6,28.5,61.9,Maize,42513.67
Clay,59.3,20.8,77.8,Wheat,41911.99
Clay,73.0,27.1,53.5,Wheat,33504.81
Clay,31.8,15.0,40.9,Barley,45430.52
Sandy,22.7,19.8,57.0,Wheat,71061.83
Silt,42.6,28.1,86.3,Sugarcane,93607.15
Clay,36.8,19.8,52.3,Wheat,49901.92
Clay,18.7,22.8,37.5,Soybean,54621.94
Sandy,23.3,26.5,43.2,Pulses,58288.14
Sandy,62.0,25.5,92.4,Millet,37666.33
Loam,30.1,24.7,64.3,Rice,113866.11
Sandy,23.4,43.8,72.7,Sugarcane,108744.73
Loam,35.6,37.3,33.6,Rice,114791.72
Silt,37.0,42.1,86.2,Wheat,53858.7
Sandy,48.9,27.5,73.0,Cotton,68238.54
Sandy,54.7,18.8,87.4,Pulses,40866.57
Silt,28.9,44.0,31.1,Sugarcane,124940.97
Silt,32.3,30.6,81.0,Rice,124839.31
Loam,22.0,15.3,47.4,Millet,40479.28
Loam,25.7,31.4,75.6,Wheat,55317.7
Silt,67.0,16.3,37.9,Maize,60222.07
Clay,62.7,34.2,88.8,Soybean,41267.26
Loam,36.9,39.5,87.2,Rice,114395.22
Silt,22.1,42.0,68.9,Groundnut,47557.86
Silt,23.8,20.4,71.3,Cotton,83516.97
Loam,48.0,23.8,78.1,Millet,41359.86
Sandy,71.8,15.8,57.8,Groundnut,42274.84
Silt,48.4,26.0,72.2,Cotton,82400.59
Clay,26.3,36.8,43.5,Soybean,64668.04
Loam,62.2,20.7,51.8,Millet,32266.22
Silt,16.0,19.0,88.2,Wheat,66409.67
Sandy,42.0,35.7,63.9,Pulses,47212.24
Loam,74.5,39.5,48.6,Rice,77106.03
Clay,48.2,30.9,45.3,Sugarcane,80914.09
Loam,44.3,22.6,37.9,Cotton,77965.09
Silt,75.5,45.0,87.4,Maize,41481.94
Sandy,35.6,23.9,40.4,Pulses,53188.24
Silt,69.1,23.7,59.6,Cotton,65860.91
Clay,16.2,23.4,61.8,Cotton,83345.43
Silt,16.3,44.6,92.9,Barley,58296.63
Loam,78.9,20.5,90.7,Pulses,29055.0
Clay,66.4,42.1,75.0,Wheat,36124.48
Clay,71.0,42.3,43.5,Barley,35625.02
Clay,71.5,30.1,79.3,Groundnut,35032.01
Loam,51.3,17.2,63.4,Cotton,74368.17
Loam,10.9,31.3,66.6,Rice,114684.11
Clay,72.8,23.4,75.2,Soybean,42154.99
Clay,57.3,35.3,52.9,Barley,40979.79
Loam,59.7,41.2,55.4,Sugarcane,94088.42
Clay,70.4,34.7,92.0,Rice,69245.4
Clay,41.9,37.8,49.5,Millet,36234.32
Loam,64.4,40.6,84.9,Soybean,43769.4
Silt,65.7,20.9,80.3,Millet,29674.76
Silt,18.3,19.3,41.7,Sugarcane,109356.87
Loam,24.9,21.4,86.1,Cotton,70478.74
Loam,53.7,20.2,43.1,Groundnut,40019.48
Sandy,24.3,37.1,93.3,Millet,41205.62
Clay,75.7,30.9,33.8,Pulses,28293.97
Clay,65.7,28.6,66.4,Maize,45925.55
Silt,57.0,41.9,90.7,Barley,38619.05
Loam,14.4,35.1,80.0,Cotton,93019.62
Loam,23.5,27.5,71.8,Sugarcane,92371.53
Sandy,61.9,19.4,73.9,Sugarcane,89041.54
Sandy,49.5,39.1,39.3,Barley,50613.81
Loam,65.3,38.1,44.4,Millet,33817.42
Clay,56.7,42.8,32.3,Rice,78202.31
Loam,18.5,20.0,77.8,Maize,63471.92
Clay,78.7,19.6,50.3,Pulses,33704.06
Loam,61.9,39.1,60.3,Pulses,41202.02
Loam,62.9,32.6,37.6,Wheat,51408.7
Loam,13.2,20.2,34.1,Groundnut,66515.6
Silt,29.0,30.7,66.5,Cotton,82992.92
Sandy,55.7,30.8,47.3,Millet,42054.77
Loam,65.7,35.1,31.9,Maize,62809.89
Clay,27.0,20.8,67.5,Maize,52177.53
Silt,50.8,23.1,43.4,Rice,105864.93
Sandy,16.4,33.2,72.3,Pulses,49763.59
Silt,47.9,39.8,33.2,Barley,57620.83
Clay,62.6,18.0,83.0,Pulses,34676.77
Clay,67.6,44.5,73.3,Soybean,42988.43
Loam,17.1,15.1,86.6,Millet,39127.9
Loam,59.7,33.1,94.0,Wheat,39902.78
Clay,32.4,32.2,61.1,Maize,60292.37
Silt,78.0,26.3,32.5,Maize,57046.79
Silt,72.3,33.2,56.8,Sugarcane,86832.07
Sandy,41.1,16.2,83.1,Cotton,75998.0
Clay,45.8,15.4,68.8,Rice,79337.74
Sandy,22.0,35.4,85.2,Wheat,57947.03
Sandy,63.4,38.2,59.2,Millet,35473.95
Clay,27.4,17.6,87.9,Maize,51419.42
Silt,57.1,42.6,81.6,Groundnut,44473.27
Silt,73.6,33.5,85.4,Groundnut,35136.61
Clay,64.7,19.4,62.1,Soybean,42995.03
Loam,25.3,31.2,38.9,Rice,118039.28
Silt,11.4,35.1,87.7,Maize,81840.25
Clay,35.9,36.1,50.9,Millet,41652.17
Clay,18.4,29.0,44.6,Barley,48961.55
Loam,12.3,28.8,71.9,Maize,80773.94
Clay,41.9,22.8,62.8,Barley,51760.82
Clay,52.2,29.4,47.6,Rice,94293.43
Sandy,63.4,29.6,30.3,Barley,61448.73
Clay,74.5,39.5,88.2,Sugarcane,57748.78
Sandy,73.2,39.6,70.3,Millet,32836.75
Sandy,42.1,17.0,74.0,Maize,76991.72
Silt,24.1,34.2,82.3,Pulses,55094.41
Sandy,11.3,37.6,83.0,Maize,80378.49
Loam,63.2,28.4,64.8,Soybean,51308.13
Sandy,75.2,43.5,76.9,Rice,97512.3
Clay,18.5,20.6,72.0,Rice,118320.7
Silt,32.2,19.8,48.3,Maize,59943.43
Clay,13.6,44.1,83.1,Rice,105961.58
Silt,71.2,28.9,57.7,Soybean,44625.0
Silt,79.1,22.2,72.2,Groundnut,40981.99
Sandy,13.0,42.5,53.1,Barley,70661.36
Sandy,42.9,24.8,72.8,Millet,48932.9
Clay,30.8,27.1,52.9,Rice,94937.52
Loam,19.8,30.5,50.9,Groundnut,52705.24
Clay,78.7,38.4,50.4,Sugarcane,77519.21
Clay,48.6,34.4,40.7,Groundnut,40322.85
Sandy,14.6,43.5,46.1,Wheat,69596.97
Sandy,22.2,27.9,77.0,Millet,49428.45
Silt,25.6,19.8,81.9,Wheat,53458.86
Loam,32.7,24.1,77.8,Groundnut,55630.74
Clay,72.9,33.8,34.3,Groundnut,40685.01
Loam,35.1,31.4,59.5,Wheat,47865.88
Silt,44.9,35.7,65.9,Millet,42201.13
Loam,28.9,21.0,86.0,Pulses,42318.16
Sandy,76.9,31.8,52.5,Cotton,64933.54
Clay,44.2,31.9,31.0,Sugarcane,79812.15
Loam,41.9,28.3,60.1,Soybean,50890.16
Sandy,53.6,40.1,42.6,Groundnut,45787.59
Clay,72.0,29.5,76.2,Maize,43833.85
Loam,55.3,18.8,73.5,Groundnut,45894.24
Sandy,36.0,29.0,53.8,Pulses,56062.03
Silt,12.8,40.6,84.0,Rice,112919.23
Silt,33.1,37.2,62.0,Wheat,49781.14
Clay,28.3,35.7,54.5,Sugarcane,88110.83
Clay,78.1,16.8,88.4,Cotton,48574.4
Silt,26.2,42.4,70.9,Rice,116229.69
Sandy,28.0,30.4,53.8,Wheat,61701.96
Clay,60.4,29.6,52.7,Barley,39573.48
Loam,15.4,16.7,84.7,Barley,60416.48
Sandy,67.4,37.9,43.0,Groundnut,52306.32
Sandy,20.4,38.2,32.1,Groundnut,66583.32
Sandy,53.0,40.4,56.0,Millet,40814.0
Loam,50.7,17.0,40.8,Millet,34442.15
Clay,74.4,22.6,89.2,Wheat,34683.62
Silt,44.0,38.7,90.0,Pulses,38762.53
Clay,10.9,26.8,86.4,Cotton,76120.21
Silt,72.0,40.8,68.9,Sugarcane,88427.7
Sandy,43.3,43.4,70.4,Cotton,89449.0
Sandy,66.0,30.6,69.0,Cotton,64053.75
Loam,66.2,36.2,68.3,Cotton,58165.95
Clay,54.1,35.9,69.6,Cotton,63880.01
Loam,35.5,30.5,43.3,Groundnut,47811.41
Clay,70.9,23.3,58.3,Rice,73777.55
Silt,38.9,44.5,69.5,Maize,65140.09
Sandy,46.3,22.0,59.6,Wheat,59908.2
Sandy,41.1,34.0,74.8,Soybean,69302.87
Loam,51.9,34.6,72.1,Rice,96225.68
Loam,12.4,21.7,75.3,Millet,47589.07
Silt,40.9,24.7,68.8,Cotton,77013.91
Loam,60.4,37.3,69.6,Barley,37243.56
Silt,36.4,45.0,73.1,Barley,51628.07
Silt,64.4,31.3,51.9,Groundnut,42233.47
Clay,15.7,19.8,83.1,Cotton,70961.94
Sandy,69.7,22.3,35.5,Maize,66421.81
Loam,11.3,31.3,57.6,Maize,69672.02
Clay,55.6,27.2,87.2,Wheat,41316.36
Clay,22.1,23.6,89.3,Rice,88473.42
Sandy,28.2,18.2,54.2,Soybean,61052.76
Silt,64.6,39.4,30.7,Sugarcane,91193.43
Loam,30.9,19.5,77.9,Pulses,45182.72
Clay,37.7,32.1,84.8,Millet,38535.19
